order_id,customer_id,restaurant_id,order_datetime,order_status,payment_method,delivery_fee,platform_discount,restaurant_discount,gross_order_value,net_order_value,platform_commission_pct,platform_commission_amount
7238,1511,133,2025-09-15 14:34:16,Delivered,COD,25.0,0.0,0.0,1110.67,1110.67,21.76,241.68
7239,949,16,2025-07-25 18:16:17,Delivered,UPI,15.0,0.0,0.0,701.86,701.86,29.62,207.89
7240,2454,54,2025-08-16 10:44:38,Delivered,UPI,15.0,76.61,44.82,636.9,515.47,17.39,89.64
7241,1417,90,2025-08-27 10:11:42,Delivered,UPI,15.0,0.0,0.0,1151.47,1151.47,20.41,235.02
7242,109,102,2025-09-30 10:56:59,Cancelled,Card,25.0,41.35,25.64,1124.11,1057.12,22.51,237.96
7243,776,61,2025-07-06 11:54:51,Delivered,UPI,35.0,0.0,0.0,1047.11,1047.11,21.01,220.0
7244,2847,47,2025-07-09 22:28:50,Returned,COD,15.0,20.04,16.76,448.82,412.02,16.46,67.82
7245,2373,100,2025-09-20 15:34:22,Delivered,UPI,35.0,8.76,3.47,164.28,152.05,25.18,38.29
7246,2410,30,2025-07-22 18:37:14,Cancelled,COD,35.0,18.71,27.91,414.07,367.45,20.22,74.3
7247,1525,17,2025-06-19 11:09:01,Delivered,UPI,0.0,143.39,87.28,728.77,498.1,25.54,127.21
7248,2532,127,2025-08-08 17:21:48,Delivered,COD,35.0,0.0,0.0,1187.79,1187.79,28.28,335.91
7249,1298,82,2025-08-10 19:23:47,Delivered,UPI,0.0,11.65,13.75,338.8,313.4,24.44,76.59
7250,2855,37,2025-06-12 12:11:00,Delivered,COD,35.0,0.0,0.0,1149.96,1149.96,26.16,300.83
7251,260,147,2025-09-12 22:32:16,Delivered,COD,35.0,0.0,0.0,421.49,421.49,21.63,91.17
7252,1946,41,2025-06-13 12:23:08,Delivered,UPI,15.0,113.18,67.53,608.36,427.65,17.26,73.81
7253,350,52,2025-08-16 14:53:36,Delivered,UPI,25.0,12.67,12.01,177.55,152.87,21.59,33.0
7254,2411,37,2025-07-10 19:32:06,Delivered,UPI,15.0,0.0,0.0,261.64,261.64,28.22,73.83
7255,222,137,2025-08-08 16:44:49,Delivered,UPI,25.0,56.89,69.12,465.2,339.19,24.21,82.12
7256,1010,152,2025-07-04 20:26:00,Cancelled,Card,0.0,38.46,41.27,1056.9,977.17,25.78,251.91
7257,1329,188,2025-09-04 23:19:15,Delivered,UPI,0.0,56.52,40.52,1072.4,975.36,15.01,146.4
7258,1805,135,2025-08-19 20:35:02,Cancelled,Wallet,15.0,0.0,0.0,288.44,288.44,28.47,82.12
7259,1001,193,2025-06-07 22:46:06,Cancelled,Card,35.0,0.0,0.0,344.7,344.7,16.82,57.98
7260,1861,162,2025-07-18 15:39:18,Returned,UPI,35.0,49.42,32.37,555.85,474.06,21.9,103.82
7261,2954,184,2025-06-23 16:55:39,Returned,UPI,15.0,0.0,0.0,877.46,877.46,18.73,164.35
7262,1738,67,2025-07-08 21:14:43,Delivered,Card,25.0,22.0,23.02,295.17,250.15,24.42,61.09
7263,588,163,2025-09-14 15:52:16,Delivered,COD,15.0,0.0,0.0,1083.15,1083.15,16.08,174.17
7264,434,119,2025-08-11 13:06:41,Delivered,Card,35.0,12.22,10.45,265.56,242.89,24.72,60.04
7265,318,141,2025-08-25 12:48:40,Delivered,UPI,15.0,147.23,75.76,829.37,606.38,25.77,156.26
7266,1506,69,2025-08-27 18:10:47,Delivered,Card,25.0,225.82,111.53,1081.66,744.31,23.56,175.36
7267,1788,139,2025-06-17 19:49:43,Delivered,UPI,35.0,21.59,25.43,595.27,548.25,25.35,138.98
7268,1451,82,2025-09-08 12:22:21,Delivered,COD,25.0,77.09,45.85,1143.73,1020.79,22.08,225.39
7269,1818,191,2025-09-05 22:23:49,Delivered,Card,25.0,0.0,0.0,520.27,520.27,20.12,104.68
7270,1096,142,2025-06-02 15:11:35,Delivered,UPI,35.0,0.0,0.0,588.68,588.68,20.47,120.5
7271,1888,163,2025-09-12 17:30:44,Cancelled,Card,25.0,175.25,73.22,1063.15,814.68,28.05,228.52
7272,2416,172,2025-08-26 22:30:04,Cancelled,UPI,35.0,122.16,60.93,733.92,550.83,28.26,155.66
7273,1199,199,2025-08-12 20:15:33,Cancelled,UPI,0.0,0.0,0.0,384.17,384.17,18.78,72.15
7274,2381,189,2025-08-20 15:04:35,Delivered,UPI,0.0,0.0,0.0,279.22,279.22,20.62,57.58
7275,1127,73,2025-08-17 15:53:41,Cancelled,UPI,35.0,0.0,0.0,1143.79,1143.79,15.81,180.83
7276,2383,31,2025-06-01 23:00:32,Delivered,UPI,25.0,165.54,49.02,1071.41,856.85,23.95,205.22
7277,941,76,2025-09-11 19:23:47,Delivered,Card,35.0,75.09,33.45,927.33,818.79,21.16,173.26
7278,2926,116,2025-06-11 23:40:06,Delivered,UPI,25.0,137.6,72.1,632.51,422.81,19.28,81.52
7279,2883,124,2025-07-05 11:12:21,Delivered,COD,35.0,0.0,0.0,1050.65,1050.65,22.44,235.77
7280,1889,184,2025-09-26 21:28:54,Returned,UPI,15.0,38.54,12.42,185.67,134.71,22.07,29.73
7281,282,109,2025-09-23 19:47:18,Delivered,Card,0.0,0.0,0.0,994.97,994.97,16.32,162.38
7282,2858,30,2025-06-18 22:08:06,Delivered,Card,25.0,0.0,0.0,237.19,237.19,22.38,53.08
7283,214,87,2025-06-13 15:46:44,Delivered,UPI,25.0,69.77,36.92,851.6,744.91,24.01,178.85
7284,2325,194,2025-07-23 13:28:49,Delivered,Wallet,15.0,119.32,103.63,1038.7,815.75,21.96,179.14
7285,2384,19,2025-07-28 10:35:32,Cancelled,UPI,0.0,0.0,0.0,631.52,631.52,29.84,188.45
7286,57,69,2025-06-26 20:03:20,Delivered,COD,25.0,181.73,208.28,1132.56,742.55,23.69,175.91
7287,2874,171,2025-09-17 23:23:47,Delivered,UPI,25.0,0.0,0.0,391.31,391.31,20.93,81.9
7288,2316,82,2025-08-08 16:16:36,Delivered,UPI,35.0,59.88,65.81,1032.44,906.75,25.77,233.67
7289,2043,80,2025-08-13 21:05:22,Delivered,Wallet,35.0,0.0,0.0,701.75,701.75,17.31,121.47
7290,2152,20,2025-09-13 12:06:02,Delivered,UPI,35.0,0.0,0.0,1184.67,1184.67,23.19,274.72
7291,1476,177,2025-06-12 12:20:46,Delivered,UPI,15.0,39.32,9.87,515.48,466.29,27.33,127.44
7292,556,1,2025-08-20 14:43:57,Delivered,UPI,15.0,0.0,0.0,365.16,365.16,15.14,55.29
7293,2027,22,2025-07-25 14:46:23,Delivered,UPI,25.0,0.0,0.0,308.62,308.62,16.17,49.9
7294,2567,48,2025-09-25 22:22:10,Delivered,COD,25.0,160.19,159.27,1098.29,778.83,23.14,180.22
7295,1316,7,2025-07-09 19:35:49,Delivered,Card,0.0,39.7,24.49,476.43,412.24,20.39,84.06
7296,2255,152,2025-07-11 17:57:53,Delivered,Wallet,0.0,0.0,0.0,858.46,858.46,27.79,238.57
7297,215,190,2025-08-14 14:42:30,Delivered,Card,15.0,25.51,32.76,402.27,344.0,27.91,96.01
7298,1856,111,2025-07-19 13:39:11,Delivered,COD,0.0,47.52,59.87,937.06,829.67,21.66,179.71
7299,207,92,2025-08-19 19:33:11,Delivered,Card,0.0,43.11,33.07,822.42,746.24,17.35,129.47
7300,2252,31,2025-08-10 12:11:25,Delivered,UPI,0.0,92.12,55.29,1061.51,914.1,16.44,150.28
7301,989,80,2025-08-14 15:25:29,Delivered,UPI,15.0,0.0,0.0,161.04,161.04,20.32,32.72
7302,2752,147,2025-07-17 13:37:46,Delivered,Card,0.0,141.99,40.97,560.38,377.42,15.45,58.31
7303,1610,6,2025-09-18 13:03:45,Delivered,Card,25.0,82.84,54.09,937.9,800.97,26.09,208.97
7304,2681,39,2025-06-09 10:35:37,Delivered,COD,0.0,64.02,17.74,663.86,582.1,20.59,119.85
7305,2859,98,2025-06-04 20:30:30,Cancelled,COD,35.0,0.0,0.0,177.77,177.77,28.38,50.45
7306,713,68,2025-08-08 10:12:20,Delivered,UPI,0.0,0.0,0.0,1125.07,1125.07,15.7,176.64
7307,2604,10,2025-07-02 15:25:23,Delivered,COD,0.0,0.0,0.0,245.45,245.45,22.08,54.2
7308,2333,106,2025-09-28 17:54:51,Cancelled,UPI,0.0,221.96,129.86,1145.92,794.1,19.94,158.34
7309,1753,138,2025-09-25 22:31:34,Delivered,Card,35.0,17.77,9.76,206.08,178.55,17.85,31.87
7310,2759,85,2025-07-23 10:46:03,Delivered,COD,35.0,0.0,0.0,532.84,532.84,26.3,140.14
7311,2879,157,2025-09-13 10:25:09,Delivered,UPI,25.0,45.98,38.79,996.4,911.63,28.6,260.73
7312,2716,6,2025-07-10 12:15:54,Delivered,UPI,25.0,115.92,118.14,704.94,470.88,24.3,114.42
7313,1630,129,2025-06-23 17:00:10,Cancelled,UPI,35.0,66.33,53.19,601.8,482.28,18.98,91.54
7314,2547,10,2025-09-16 15:51:40,Delivered,UPI,35.0,0.0,0.0,1083.72,1083.72,15.37,166.57
7315,796,147,2025-09-10 19:41:39,Delivered,UPI,25.0,49.91,36.3,796.54,710.33,18.25,129.64
7316,337,78,2025-07-06 10:20:36,Delivered,Card,0.0,258.2,84.89,993.19,650.1,19.38,125.99
7317,99,84,2025-07-04 11:19:11,Delivered,UPI,25.0,52.71,77.5,711.89,581.68,25.22,146.7
7318,2373,192,2025-09-28 23:42:49,Delivered,Card,15.0,25.35,34.12,458.49,399.02,29.73,118.63
7319,1759,105,2025-09-12 11:21:16,Delivered,UPI,35.0,33.76,28.68,763.06,700.62,18.43,129.12
7320,37,57,2025-06-11 22:26:13,Delivered,UPI,15.0,0.0,0.0,469.04,469.04,15.76,73.92
7321,740,94,2025-08-01 19:53:46,Delivered,Card,35.0,0.0,0.0,334.82,334.82,20.8,69.64
7322,230,157,2025-08-04 15:51:26,Delivered,UPI,0.0,0.0,0.0,499.81,499.81,29.64,148.14
7323,419,162,2025-06-09 10:21:36,Delivered,Card,15.0,62.59,79.04,1099.13,957.5,19.16,183.46
7324,572,96,2025-06-03 18:57:35,Cancelled,Wallet,25.0,0.0,0.0,1049.63,1049.63,15.84,166.26
7325,2594,113,2025-07-07 10:15:37,Delivered,COD,25.0,67.75,53.06,517.28,396.47,17.28,68.51
7326,1670,88,2025-08-23 12:40:57,Delivered,COD,0.0,0.0,0.0,1010.39,1010.39,15.68,158.43
7327,2117,83,2025-07-14 22:29:07,Cancelled,UPI,0.0,0.0,0.0,668.76,668.76,28.14,188.19
7328,2850,59,2025-09-05 10:09:17,Delivered,UPI,0.0,107.7,37.44,421.34,276.2,22.39,61.84
7329,1414,197,2025-07-20 16:15:42,Delivered,COD,15.0,8.53,11.59,188.1,167.98,27.19,45.67
7330,2028,28,2025-07-07 20:53:54,Returned,UPI,25.0,80.57,29.19,525.78,416.02,24.29,101.05
7331,1208,147,2025-06-15 12:24:11,Delivered,Wallet,25.0,91.16,65.84,724.42,567.42,23.74,134.71
7332,2876,32,2025-06-23 12:26:20,Cancelled,UPI,35.0,0.0,0.0,691.31,691.31,28.44,196.61
7333,409,129,2025-08-25 14:50:32,Delivered,COD,35.0,27.48,12.99,773.89,733.42,15.59,114.34
7334,133,134,2025-08-25 23:17:44,Delivered,UPI,25.0,0.0,0.0,742.5,742.5,29.08,215.92
7335,494,18,2025-07-03 23:08:51,Delivered,Card,35.0,56.15,56.39,480.4,367.86,23.31,85.75
7336,147,32,2025-07-06 16:13:58,Delivered,Card,25.0,136.62,37.95,1058.01,883.44,22.97,202.93
7337,2972,134,2025-06-27 10:38:10,Delivered,UPI,35.0,23.77,18.92,169.56,126.87,15.22,19.31
7338,923,33,2025-07-01 16:55:15,Cancelled,UPI,0.0,49.86,16.28,549.06,482.92,22.82,110.2
7339,183,89,2025-06-11 12:35:38,Delivered,UPI,15.0,0.0,0.0,219.62,219.62,28.14,61.8
7340,212,112,2025-09-22 21:40:19,Delivered,UPI,0.0,0.0,0.0,1110.89,1110.89,26.18,290.83
7341,1099,144,2025-07-09 21:53:49,Delivered,Card,0.0,83.78,43.63,1155.08,1027.67,22.4,230.2
7342,2053,190,2025-09-12 15:54:08,Returned,UPI,0.0,73.88,20.61,474.3,379.81,26.82,101.87
7343,2851,186,2025-09-30 10:33:12,Delivered,Card,35.0,52.53,42.24,846.11,751.34,27.2,204.36
7344,1201,7,2025-09-07 13:49:13,Delivered,UPI,25.0,0.0,0.0,539.42,539.42,20.24,109.18
7345,1972,97,2025-07-16 20:08:52,Delivered,Wallet,0.0,0.0,0.0,939.96,939.96,28.27,265.73
7346,164,99,2025-07-28 16:33:45,Delivered,COD,25.0,41.66,56.86,595.82,497.3,23.0,114.38
7347,2276,186,2025-08-24 13:31:15,Cancelled,UPI,35.0,81.58,63.86,616.16,470.72,28.8,135.57
7348,2314,199,2025-09-23 12:11:31,Delivered,UPI,35.0,81.79,29.45,778.48,667.24,23.81,158.87
7349,1652,76,2025-06-17 19:11:30,Delivered,UPI,0.0,130.51,82.92,1099.2,885.77,19.13,169.45
7350,2246,156,2025-06-29 11:44:42,Delivered,COD,0.0,12.47,6.85,379.92,360.6,17.11,61.7
7351,1320,87,2025-07-10 11:55:48,Delivered,COD,15.0,77.77,28.5,767.62,661.35,23.1,152.77
7352,410,150,2025-07-16 17:17:07,Delivered,UPI,25.0,0.0,0.0,419.23,419.23,19.84,83.18
7353,1152,83,2025-07-30 17:16:56,Delivered,Card,35.0,0.0,0.0,536.95,536.95,24.49,131.5
7354,190,191,2025-06-12 12:27:09,Delivered,COD,0.0,113.65,45.48,1012.06,852.93,18.17,154.98
7355,954,53,2025-09-13 15:22:11,Delivered,UPI,25.0,80.28,45.65,457.81,331.88,29.84,99.03
7356,663,162,2025-06-04 13:27:27,Delivered,UPI,15.0,116.73,109.11,932.97,707.13,23.42,165.61
7357,1433,98,2025-08-30 12:09:14,Delivered,Wallet,25.0,143.49,150.96,848.68,554.23,29.24,162.06
7358,1095,109,2025-08-24 14:32:56,Delivered,UPI,35.0,56.33,22.38,460.62,381.91,21.0,80.2
7359,1101,51,2025-06-07 14:59:59,Delivered,COD,0.0,0.0,0.0,1033.51,1033.51,25.68,265.41
7360,236,23,2025-09-06 16:22:37,Delivered,COD,35.0,47.59,43.22,281.37,190.56,25.86,49.28
7361,2208,186,2025-07-24 22:11:09,Delivered,Card,0.0,24.2,8.49,258.88,226.19,28.91,65.39
7362,1932,178,2025-09-16 18:48:03,Returned,UPI,35.0,0.0,0.0,195.46,195.46,21.11,41.26
7363,1716,148,2025-08-02 22:32:29,Delivered,UPI,25.0,22.44,7.52,454.04,424.08,16.1,68.28
7364,1751,116,2025-07-12 14:11:05,Delivered,COD,35.0,114.69,50.07,1134.48,969.72,19.36,187.74
7365,8,3,2025-08-05 10:00:19,Cancelled,UPI,0.0,266.19,88.38,1089.5,734.93,22.14,162.71
7366,2634,35,2025-09-27 16:01:56,Delivered,Card,25.0,175.43,172.06,1126.97,779.48,22.71,177.02
7367,1050,150,2025-08-05 18:15:56,Delivered,UPI,0.0,36.23,10.64,246.12,199.25,22.51,44.85
7368,1672,186,2025-06-19 17:46:34,Cancelled,Card,25.0,29.08,29.3,256.63,198.25,26.83,53.19
7369,2787,94,2025-07-12 20:07:37,Delivered,Card,0.0,21.11,22.67,669.92,626.14,28.5,178.45
7370,1352,49,2025-06-10 18:55:16,Delivered,COD,0.0,93.51,26.43,473.97,354.03,23.69,83.87
7371,555,166,2025-08-30 21:52:59,Delivered,Card,0.0,119.74,48.14,1087.57,919.69,22.75,209.23
7372,1654,71,2025-08-14 20:55:55,Delivered,COD,0.0,0.0,0.0,455.53,455.53,24.69,112.47
7373,624,195,2025-08-27 18:34:39,Delivered,UPI,15.0,88.06,114.38,753.43,550.99,28.82,158.8
7374,2239,181,2025-06-11 19:25:13,Delivered,Card,25.0,0.0,0.0,1080.07,1080.07,18.16,196.14
7375,2338,65,2025-09-13 19:41:04,Cancelled,UPI,35.0,0.0,0.0,993.33,993.33,20.41,202.74
7376,1842,187,2025-08-13 20:32:15,Delivered,UPI,15.0,0.0,0.0,538.7,538.7,27.77,149.6
7377,1999,107,2025-07-27 15:58:50,Delivered,UPI,15.0,72.03,59.92,437.47,305.52,16.42,50.17
7378,1415,53,2025-08-07 21:50:34,Delivered,COD,0.0,0.0,0.0,1079.04,1079.04,19.28,208.04
7379,885,43,2025-08-07 22:45:09,Delivered,COD,35.0,0.0,0.0,315.55,315.55,29.53,93.18
7380,2546,72,2025-06-09 22:22:51,Delivered,Card,0.0,0.0,0.0,1003.98,1003.98,29.71,298.28
7381,424,146,2025-08-13 16:01:17,Delivered,UPI,0.0,0.0,0.0,827.88,827.88,25.47,210.86
7382,938,191,2025-09-23 23:10:56,Delivered,UPI,25.0,14.27,17.13,382.61,351.21,27.77,97.53
7383,513,50,2025-07-28 20:28:01,Delivered,UPI,35.0,191.93,56.81,1095.69,846.95,19.56,165.66
7384,314,92,2025-06-06 17:28:02,Delivered,UPI,25.0,216.2,147.3,1162.37,798.87,23.06,184.22
7385,1128,170,2025-07-09 16:54:45,Cancelled,Card,35.0,39.74,55.51,497.19,401.94,19.13,76.89
7386,893,117,2025-07-13 19:25:05,Cancelled,COD,35.0,126.68,35.72,476.39,313.99,20.59,64.65
7387,1626,90,2025-09-23 21:13:44,Delivered,Card,0.0,120.98,101.19,987.5,765.33,27.6,211.23
7388,1719,104,2025-08-06 13:16:48,Delivered,UPI,0.0,0.0,0.0,437.15,437.15,19.82,86.64
7389,1911,11,2025-09-10 10:30:18,Delivered,Card,25.0,0.0,0.0,1198.3,1198.3,15.99,191.61
7390,678,195,2025-09-28 22:10:50,Delivered,UPI,0.0,0.0,0.0,653.6,653.6,23.73,155.1
7391,1075,3,2025-07-07 16:38:02,Cancelled,Card,0.0,77.02,29.68,913.32,806.62,28.54,230.21
7392,1056,70,2025-06-19 10:03:10,Delivered,UPI,15.0,19.92,12.54,300.94,268.48,25.0,67.12
7393,991,144,2025-08-11 16:45:57,Delivered,Card,35.0,70.63,24.4,721.28,626.25,18.57,116.29
7394,2922,189,2025-09-16 10:54:27,Delivered,UPI,35.0,0.0,0.0,400.55,400.55,19.52,78.19
7395,2169,186,2025-08-28 15:00:53,Delivered,COD,15.0,102.85,35.33,535.32,397.14,25.3,100.48
7396,1295,121,2025-08-16 16:29:24,Delivered,UPI,25.0,13.31,7.63,174.89,153.95,21.9,33.72
7397,1598,154,2025-08-05 11:37:40,Delivered,UPI,25.0,26.65,24.99,829.51,777.87,15.01,116.76
7398,871,75,2025-06-27 12:58:44,Cancelled,UPI,25.0,84.54,24.92,630.87,521.41,28.15,146.78
7399,2854,183,2025-09-28 14:17:17,Cancelled,UPI,0.0,127.25,125.07,878.79,626.47,26.74,167.52
7400,1979,136,2025-08-12 14:33:55,Cancelled,COD,15.0,76.59,48.89,434.8,309.32,18.88,58.4
7401,212,135,2025-07-24 21:19:15,Delivered,UPI,35.0,59.99,50.47,750.51,640.05,26.26,168.08
7402,1591,192,2025-09-01 10:49:51,Delivered,UPI,35.0,32.08,18.55,590.81,540.18,26.0,140.45
7403,1870,19,2025-06-30 19:40:26,Delivered,Card,35.0,128.35,105.42,1125.7,891.93,20.52,183.02
7404,2213,52,2025-07-04 14:25:35,Cancelled,Wallet,35.0,102.12,41.03,583.33,440.18,22.04,97.02
7405,2425,195,2025-08-18 18:02:56,Delivered,COD,15.0,0.0,0.0,531.93,531.93,18.83,100.16
7406,1783,148,2025-06-01 19:12:07,Delivered,UPI,25.0,0.0,0.0,725.7,725.7,23.78,172.57
7407,1020,102,2025-06-10 15:16:58,Delivered,UPI,35.0,94.16,97.57,1038.04,846.31,28.52,241.37
7408,2286,115,2025-07-10 19:04:09,Delivered,UPI,35.0,0.0,0.0,318.37,318.37,22.98,73.16
7409,1014,173,2025-09-10 17:08:40,Delivered,Card,15.0,30.45,23.36,291.65,237.84,19.92,47.38
7410,348,14,2025-08-25 10:42:41,Cancelled,Card,35.0,32.77,10.26,855.51,812.48,18.24,148.2
7411,520,158,2025-06-20 10:54:48,Delivered,COD,0.0,36.17,52.1,972.17,883.9,27.8,245.72
7412,1788,63,2025-06-24 22:08:22,Delivered,Wallet,35.0,94.36,140.24,819.09,584.49,17.64,103.1
7413,2895,64,2025-09-02 10:03:28,Delivered,Card,15.0,0.0,0.0,522.25,522.25,22.64,118.24
7414,1651,146,2025-09-28 22:06:16,Delivered,Card,25.0,0.0,0.0,947.53,947.53,24.27,229.97
7415,1497,28,2025-06-29 19:00:30,Delivered,UPI,25.0,48.53,38.11,1108.12,1021.48,28.48,290.92
7416,2949,55,2025-07-14 18:36:09,Delivered,UPI,15.0,0.0,0.0,189.13,189.13,16.48,31.17
7417,2553,3,2025-07-13 20:03:48,Cancelled,Card,35.0,0.0,0.0,988.07,988.07,19.25,190.2
7418,1933,56,2025-09-21 12:36:52,Cancelled,UPI,35.0,58.96,27.75,511.19,424.48,24.95,105.91
7419,2521,89,2025-07-24 18:07:41,Delivered,Card,0.0,0.0,0.0,402.44,402.44,16.05,64.59
7420,391,154,2025-06-28 11:59:43,Delivered,Wallet,35.0,20.45,17.38,181.88,144.05,21.55,31.04
7421,2011,149,2025-07-07 20:07:13,Delivered,UPI,15.0,93.22,53.1,1041.35,895.03,26.8,239.87
7422,514,65,2025-08-14 19:43:36,Delivered,Card,25.0,57.9,78.4,545.19,408.89,17.8,72.78
7423,263,134,2025-08-05 12:40:59,Delivered,COD,15.0,137.97,52.39,653.14,462.78,25.0,115.69
7424,756,23,2025-08-17 23:20:22,Delivered,UPI,35.0,0.0,0.0,185.91,185.91,27.76,51.61
7425,2431,78,2025-09-24 15:30:32,Delivered,Wallet,35.0,0.0,0.0,924.07,924.07,20.95,193.59
7426,1168,101,2025-09-21 18:05:08,Delivered,UPI,15.0,191.84,146.19,1054.79,716.76,16.32,116.98
7427,2003,1,2025-09-24 13:37:47,Returned,COD,35.0,272.28,69.73,995.57,653.56,26.15,170.91
7428,186,68,2025-08-26 16:03:40,Delivered,UPI,25.0,76.95,25.54,397.99,295.5,28.01,82.77
7429,2707,110,2025-06-29 17:45:54,Delivered,Wallet,25.0,0.0,0.0,803.36,803.36,28.09,225.66
7430,1544,96,2025-09-16 16:58:21,Delivered,UPI,25.0,0.0,0.0,448.0,448.0,26.86,120.33
7431,1163,41,2025-09-21 13:41:03,Delivered,UPI,15.0,0.0,0.0,851.42,851.42,24.81,211.24
7432,1538,151,2025-09-20 13:54:21,Delivered,Wallet,25.0,0.0,0.0,418.5,418.5,25.67,107.43
7433,712,197,2025-08-19 11:37:22,Delivered,UPI,15.0,186.47,131.32,926.52,608.73,23.6,143.66
7434,1428,189,2025-09-11 17:11:41,Delivered,UPI,15.0,45.3,26.95,376.31,304.06,21.87,66.5
7435,1714,68,2025-06-23 21:07:36,Delivered,COD,35.0,21.95,6.51,214.42,185.96,18.92,35.18
7436,2503,30,2025-09-15 18:56:07,Delivered,Card,35.0,50.5,23.41,1180.97,1107.06,28.63,316.95
7437,1358,146,2025-07-03 15:25:38,Delivered,Card,15.0,206.49,115.71,1082.56,760.36,23.41,178.0
7438,352,11,2025-09-29 14:22:46,Delivered,Card,0.0,0.0,0.0,766.91,766.91,20.28,155.53
7439,2930,32,2025-09-28 15:45:04,Delivered,UPI,0.0,51.06,60.79,548.6,436.75,27.14,118.53
7440,1157,126,2025-08-27 13:15:05,Returned,UPI,25.0,205.88,57.34,805.52,542.3,19.64,106.51
7441,2222,42,2025-06-30 13:44:21,Delivered,UPI,25.0,0.0,0.0,258.1,258.1,20.51,52.94
7442,1524,21,2025-07-30 20:31:28,Cancelled,Card,15.0,0.0,0.0,665.81,665.81,23.27,154.93
7443,1606,150,2025-07-15 19:39:48,Delivered,UPI,0.0,16.13,22.39,340.93,302.41,19.81,59.91
7444,1751,185,2025-08-05 23:59:05,Cancelled,UPI,25.0,0.0,0.0,511.52,511.52,27.59,141.13
7445,2582,109,2025-06-07 15:03:01,Delivered,COD,25.0,19.34,9.25,158.46,129.87,25.92,33.66
7446,1113,22,2025-06-09 22:00:14,Delivered,UPI,35.0,110.43,77.57,1071.86,883.86,19.28,170.41
7447,958,19,2025-06-22 18:09:51,Delivered,Wallet,35.0,19.36,16.05,381.63,346.22,28.88,99.99
7448,239,26,2025-09-26 11:00:02,Delivered,UPI,25.0,70.47,19.65,498.88,408.76,29.45,120.38
7449,2983,22,2025-08-01 10:27:45,Delivered,UPI,25.0,27.66,28.45,305.77,249.66,29.67,74.07
7450,1927,171,2025-07-12 22:33:06,Delivered,UPI,25.0,0.0,0.0,429.1,429.1,28.46,122.12
7451,709,114,2025-09-18 13:06:53,Cancelled,Card,25.0,31.38,22.73,507.99,453.88,23.42,106.3
7452,1787,130,2025-08-11 20:42:23,Delivered,Wallet,35.0,106.46,119.3,976.95,751.19,20.52,154.14
7453,1358,8,2025-06-12 20:23:37,Delivered,UPI,35.0,53.49,51.75,1022.15,916.91,24.39,223.63
7454,863,120,2025-08-10 18:53:52,Delivered,Card,25.0,88.42,42.33,832.6,701.85,23.01,161.5
7455,1907,130,2025-08-28 20:51:52,Returned,Card,25.0,53.26,51.41,384.98,280.31,27.22,76.3
7456,147,169,2025-06-15 21:43:35,Delivered,UPI,25.0,43.66,18.52,221.61,159.43,20.73,33.05
7457,1303,60,2025-06-06 22:00:34,Delivered,Card,35.0,0.0,0.0,994.99,994.99,20.49,203.87
7458,158,130,2025-08-07 22:37:16,Delivered,UPI,25.0,61.43,24.15,289.07,203.49,21.9,44.56
7459,1987,146,2025-09-09 13:38:06,Delivered,Card,0.0,0.0,0.0,1068.89,1068.89,24.85,265.62
7460,2557,96,2025-09-07 16:32:01,Delivered,UPI,15.0,94.59,50.39,526.83,381.85,20.9,79.81
7461,2017,178,2025-08-02 13:03:40,Delivered,UPI,35.0,148.74,98.44,733.17,485.99,19.13,92.97
7462,462,150,2025-08-27 21:19:47,Delivered,Card,15.0,51.96,44.51,368.15,271.68,18.98,51.56
7463,735,100,2025-07-18 22:49:01,Delivered,Card,35.0,28.49,17.11,285.47,239.87,26.78,64.24
7464,630,129,2025-07-16 17:20:28,Delivered,Card,15.0,0.0,0.0,1185.78,1185.78,29.66,351.7
7465,960,77,2025-09-20 11:34:46,Delivered,UPI,25.0,96.6,62.92,1177.63,1018.11,26.33,268.07
7466,2548,37,2025-08-18 13:36:48,Delivered,COD,0.0,130.09,49.87,614.82,434.86,23.11,100.5
7467,767,161,2025-08-03 21:18:11,Delivered,Card,25.0,0.0,0.0,1053.25,1053.25,24.28,255.73
7468,2891,33,2025-08-25 17:38:30,Delivered,UPI,25.0,0.0,0.0,459.18,459.18,21.72,99.73
7469,671,155,2025-06-13 16:57:46,Delivered,UPI,0.0,34.6,11.57,368.65,322.48,26.27,84.72
7470,1954,191,2025-09-06 22:38:26,Delivered,UPI,15.0,50.26,24.02,584.53,510.25,26.11,133.23
7471,2582,121,2025-06-11 16:39:41,Delivered,UPI,35.0,0.0,0.0,883.55,883.55,27.24,240.68
7472,2668,159,2025-08-03 14:29:30,Cancelled,Card,0.0,8.91,11.4,172.81,152.5,18.07,27.56
7473,2823,37,2025-09-20 18:26:27,Delivered,UPI,0.0,120.64,77.87,887.06,688.55,19.57,134.75
7474,628,29,2025-07-01 15:36:33,Cancelled,UPI,15.0,0.0,0.0,970.36,970.36,16.55,160.59
7475,1278,80,2025-08-26 12:56:42,Delivered,Card,35.0,162.65,82.35,1075.94,830.94,16.9,140.43
7476,978,155,2025-07-23 16:47:20,Cancelled,COD,25.0,0.0,0.0,1072.68,1072.68,21.54,231.06
7477,2213,117,2025-08-30 18:25:11,Delivered,COD,35.0,119.17,89.57,1064.38,855.64,28.98,247.96
